Clave|Revista|Color|Tipo de licencia|Acceso|Autoarchivo|Versiones de autoarchivo
669|revista gestion i+d|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
670|InVet Investigación Veterinaria|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
671|Revista Internacional de Educación para la Justicia Social|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
672|HOW Journal|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
673|Revista Multidisciplinar em Educação|Verde|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Pre-print (versión sin evaluar ), Post-print (versión editorial)
674|Revista Urología Colombiana|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
675|Mutatis Mutandis Revista Latinoamericana de Traducción|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
676|Estudios de Derecho|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
677|CUADERNOS DE PSICOLOGÍA DEL DEPORTE|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
678|ESCENA. Revista de las artes|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
679|Revista de la Red Intercátedras de Historia de América Latina Contemporánea - Segunda Época|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
680|Revista Nuevos Paradigmas de las Ciencias Sociales Latinoamericanas|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
681|Revista Pueblos y Fronteras Digital|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
682|Revista de Investigaciones de la Universidad Católica de Manizales|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
683|Anuário Antropológico|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
684|Investigación en Educación Médica|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
685|Revista Colombiana de Nefrología|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
686|Revista NOVA|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito online - suscripción versión impresa|Sí|Post-print (versión editorial)
687|El Ágora USB|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
688|Contribuciones a las Ciencias Sociales|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
689|SUMA PSICOLÓGICA|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
690|Revista Repertorio de Medicina y Cirugía|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
691|INVESTIGACIONES FENOMENOLÓGICAS|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
692|INVESTIGACION VALDIZANA|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
693|Scitus, Revista de Investigación en Ciencias Sociales|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
694|Revista del Museo de Antropología|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
695|Revista de Arquitectura e Ingeniería|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
696|Diálogos Pedagógicos|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
697|Expressa Extensão|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
698|CienciAmérica: Revista de Divulgación Científica de la Universidad Tecnológica Indoamérica|Verde|Atribución-Sin Derivadas - CC BY-ND|Gratuito|Sí|Pre-print (versión sin evaluar ), Post-print (versión editorial)
699|Journal of Engineering and Technology for Industrial Applications|Azul|Atribución-Sin Derivadas - CC BY-ND|Gratuito|Sí|Post-print (versión editorial)
700|Revista Mexicana de Historia de la Educación|Azul|Atribución-Sin Derivadas - CC BY-ND|Gratuito|Sí|Post-print (versión editorial)
701|INGE CUC|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
702|Tendencias|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
704|Revista Iberoamericana de Evaluación Educativa|Verde|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Pre-print (versión sin evaluar ), Post-print (versión editorial)
705|kiru|Azul|Ninguna|Gratuito|Sí|Post-print (versión editorial)
706|Caderno de Geografia|Azul|Ninguna|Gratuito|Sí|Post-print (versión editorial)
707|Competência: Revista da Educação Superior do Senac-RS|Azul|Ninguna|Gratuito|Sí|Post-print (versión editorial)
708|Revista Intertexto|Azul|Ninguna|Gratuito|Sí|Post-print (versión editorial)
709|Edutec. Revista Electrónica de Tecnología Educativa|Azul|Ninguna|Gratuito|Sí|Post-print (versión editorial)
720|Región y Sociedad|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
721|Reflexión Política|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
722|Bulletin de l'Institut français d'études andines|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Hibrido|Sí|Post-print (versión editorial)
723|Mitológicas|Blanca|Ninguna|Gratuito|No|Desconocido
724|Scripta Ethnologica|Blanca|Ninguna|Gratuito|No|Desconocido
725|Interdisciplinaria|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
726|Cuadernos de la Facultad de Humanidades y Ciencias Sociales. Universidad Nacional de Jujuy|Azul|Atribución-Compartir Igual - CC BY-SA|Gratuito|Sí|Post-print (versión editorial)
727|EURE|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
728|Psicología desde el Caribe|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
729|Revista de Sociologia e Política|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
730|Revista Brasileira de História|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
731|Revista Latinoamericana de Estudios Educativos (México)|Blanca|Ninguna|Gratuito|No|Desconocido
732|Anais do Museu Paulista|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
733|Utopia y Praxis Latinoamericana|Verde|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial), Pre-print (versión sin evaluar)
734|Ager. Revista de Estudios sobre Despoblación y Desarrollo Rural|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
735|EL TRIMESTRE ECONÓMICO|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito online - suscripción versión impresa|Sí|Post-print (versión editorial)
736|Revista Mexicana de Sociologìa|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
737|Reencuentro. Análisis de problemas universitarios|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
738|Revista Venezolana de Análisis de Coyuntura|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
739|Anales del Instituto de Investigaciones Estéticas|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito online - suscripción versión impresa|Sí|Post-print (versión editorial)
740|Universidades|Blanca|Ninguna|Gratuito online - suscripción versión impresa|No|Desconocido
741|Acta Universitaria|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
742|Revista Mexicana de Ciencias Políticas y Sociales|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
743|Agronomia Costarricense|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito online - suscripción versión impresa|Sí|Post-print (versión editorial)
744|Revista Káñina|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
745|Ra Ximhai|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito online - suscripción versión impresa|Sí|Post-print (versión editorial)
746|Quebracho - Revista de Ciencias Forestales|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
747|Maderas. Ciencia y Tecnología|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
748|Iconos, Revista de Ciencias Sociales|Azul|Atribución-Sin Derivadas - CC BY-ND|Gratuito online - suscripción versión impresa|Sí|Post-print (versión editorial)
749|Athenea Digital. Revista de Pensamiento e Investigación Social|Verde|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial), Pre-print (versión sin evaluar)
750|Boletin de Antropologia Universidad de Antioquia|Azul|Atribución-Compartir Igual - CC BY-SA|Gratuito|Sí|Post-print (versión editorial)
751|Investigaciones Geográficas (Mx)|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
752|Revista Mexicana de Ciencias Geológicas|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
753|Salud Mental|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
754|Estudios de Asia y África|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito online - suscripción versión impresa|Sí|Post-print (versión editorial)
755|Nova Tellus|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
756|Nueva Revista de Filología Hispánica|Azul|Atribución-No Comercial - CC BY-NC|Gratuito online - suscripción versión impresa|Sí|Post-print (versión editorial)
757|Madera y Bosques|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|No|Post-print (versión editorial)
758|Revista de Ingeniería Sísmica|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
759|Forum Empresarial|Verde|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial), Pre-print (versión sin evaluar)
760|Pensamiento & Gestión|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
761|Revista INGENIERÍA UC|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
762|Boletín Antropológico|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
763|Revista Latinoamericana de Ciencias Sociales, Niñez y Juventud|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
764|Avances en Psicología Latinoamericana|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
765|Industrial Data|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
766|Persona y Bioética|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
767|Fronteras de la Historia|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|SÍ|Post-print (versión editorial)
768|Revista Educação|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
769|El Artista|Azul|Ninguna|Gratuito|No|Post-print (versión editorial)
770|Revista Med|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|No|Post-print (versión editorial)
771|Ciencia e Ingenieria Neogranadina|Verde|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial), Pre-print (versión sin evaluar)
772|Prisma Jurídico|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
773|CONCIENCIA TECNOLÓGICA|Blanca|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|No|Desconocido
774|CIVILIZAR CIENCIAS SOCIALES Y HUMANAS|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|No|Post-print (versión editorial)
775|Revista Colombiana de Antropología|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito online - suscripción versión impresa|Sí|Post-print (versión editorial)
776|Brazilian Business Review|Azul|Atribución - CC BY|Gratuito|No|Post-print (versión editorial)
777|EconoQuantum|Blanca|Ninguna|Gratuito online - suscripción versión impresa|No|Desconocido
778|Revista Latinoamericana de Bioética|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
779|Anuario Colombiano de Historia Social y de la Cultura|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
780|Tesis Psicológica|Azul|Atribución-Compartir Igual - CC BY-SA|Gratuito|Sí|Post-print (versión editorial)
781|VINCULO - REVISTA DO NESME|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|No|Post-print (versión editorial)
782|En-claves del pensamiento|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|No|Post-print (versión editorial)
783|Revista de la Facultad de Derecho y Ciencias Políticas|Verde|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial), Pre-print (versión sin evaluar)
784|Desarrollo y Sociedad|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito online - suscripción versión impresa|No|Post-print (versión editorial)
785|Acta Agronómica|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
786|Psicoperspectivas. Individuo y Sociedad|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
787|Innovación Educativa|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
788|Revista Katálysis|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|No|Post-print (versión editorial)
789|Interface: Comunicação, Saúde, Educação|Azul|Atribución - CC BY|Gratuito|No|Post-print (versión editorial)
790|Agronomía Colombiana|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
791|Clínica y Salud. Investigación Empírica en Psicología|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
792|Ciencia en su PC|Azul|Atribución - CC BY|Gratuito|No|Post-print (versión editorial)
793|Ciencias Holguín|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
794|Universidad & Empresa|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
795|El Periplo Sustentable|Verde|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial), Pre-print (versión sin evaluar)
796|Arquiteturarevista|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
797|Revista Colombiana de Anestesiología|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
798|Ingeniería Industrial. Actualidad y Nuevas Tendencias|Blanca|Ninguna|Gratuito|No|Desconocido
799|Minería y Geología|Verde|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial), Pre-print (versión sin evaluar)
800|Investigaciones Andina|Blanca|Ninguna|Gratuito|No|Desconocido
801|Revista de Administração Pública - RAP|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
802|Revista Mexicana de Psicología|Blanca|Ninguna|Gratuito online - suscripción versión impresa|No|Desconocido
803|Revista del CESLA|Azul|Atribución-Compartir Igual - CC BY-SA|Gratuito|Sí|Post-print (versión editorial)
804|Íkala, revista de lenguaje y cultura|Azul|Atribución-Compartir Igual - CC BY-SA|Gratuito|Sí|Post-print (versión editorial)
805|CES MEDICINA|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
806|Información, cultura y sociedad: revista del Instituto de Investigaciones Bibliotecológicas|Azul|Atribución-Compartir Igual - CC BY-SA|Gratuito online - suscripción versión impresa|Sí|Post-print (versión editorial)
807|América Latina en la Historia Económica. Revista de Investigación|Verde|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial), Pre-print (versión sin evaluar)
808|Cuadernos de Geografía: Revista Colombiana de Geografía|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Hibrido|Sí|Post-print (versión editorial)
809|Psicologia em Estudo|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
810|Veritas. Revista de Filosofía y Teología|Blanca|Ninguna|Gratuito|No|Desconocido
811|IUS. Revista del Instituto de Ciencias Jurídicas de Puebla A.C.|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
812|Interações: Cultura e Comunidade|Verde|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial), Pre-print (versión sin evaluar)
813|Revista CES Medicina Veterinaria y Zootecnia|Azul|Atribución-Sin Derivadas - CC BY-ND|Gratuito|Sí|Post-print (versión editorial)
814|Cadernos EBAPE.BR|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
815|Revista Historia Y MEMORIA|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
816|Ingeniería Energética|Verde|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial), Pre-print (versión sin evaluar)
817|Dearq|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
818|Franciscanum. Revista de las ciencias del espíritu|Azul|Atribución-Compartir Igual - CC BY-SA|Gratuito|Sí|Post-print (versión editorial)
819|Revista Folios|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
820|Contexto. Revista de la Facultad de Arquitectura de la Universidad Autónoma de Nuevo León|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
821|Acta Poética|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
822|Revista CUIDARTE|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
823|Enfermería Nefrológica|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
824|Valenciana|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
825|Revista Bioética|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
826|MEDISAN|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
827|Cuaderno Urbano. Espacio, cultura, sociedad|Azul|Atribución-No Comercial - CC BY-NC|Gratuito online - suscripción versión impresa|Sí|Post-print (versión editorial)
828|Salus|Blanca|Ninguna|Gratuito|No|Desconocido
829|Revista de Investigacion|Blanca|Ninguna|Gratuito|Sí|Post-print (versión editorial)
830|Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani|Azul|Atribución-No Comercial - CC BY-NC|Gratuito online - suscripción versión impresa|Sí|Post-print (versión editorial)
831|Estudios de Filosofía|Verde|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial), Pre-print (versión sin evaluar)
832|Prismas - Revista de Historia Intelectual|Azul|Atribución-No Comercial - CC BY-NC|Gratuito online - suscripción versión impresa|Sí|Post-print (versión editorial)
833|Revista de la Facultad de Medicina Veterinaria y de Zootecnia|Verde|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial), Pre-print (versión sin evaluar)
834|Facultad de Ingeniería|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
835|Revista Estomatológica Herediana|Verde|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial), Pre-print (versión sin evaluar)
836|Trace. Travaux et Recherches dans les Amériques du Centre|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
837|Revista Boliviana de Química|Blanca|Ninguna|Gratuito|No|Desconocido
838|Revisa de la Asociación Latinoamericana de Control de Calidad, Patología y Recuperación de la Construcción|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
839|Cuadernos de Neuropsicología / Panamerican Journal of Neuropsychology|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
840|La Colmena|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
841|Estudos e Pesquisas em Psicologia|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
842|Sociedad y Ambiente|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
843|Entreciencias: Diálogos en la Sociedad del Conocimiento|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
844|Visión Gerencial|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
845|Revista CS|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
846|Revista Costarricense de Psicología|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
847|Revista Científica Hermes|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
848|Revista Legado de Arquitectura y Diseño|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
849|Revista Uruguaya de Cardiología|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
850|Revista FAMECOS: mídia, cultura e tecnologia|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
851|Revista Família, Ciclos de Vida e Saúde no Contexto Social|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
852|Estudios de Literatura Colombiana|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
853|Perseitas|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
854|Odovtos – International Journal of Dental Sciences|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
855|Literatura: teoría, historia, crítica|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
856|Ciencia e Ingeniería|Azul|Atribución-No Comercial-Compartir Igual - CC BY-NC-SA|Gratuito|Sí|Post-print (versión editorial)
857|Gestão e Desenvolvimento|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
858|UCV HACER. Revista de Investigación y Cultura|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
859|Revista de Comunicación de la SEECI|Azul|Atribución-No Comercial - CC BY-NC|Gratuito|Sí|Post-print (versión editorial)
860|Revista Ciencias de la Actividad Física|Azul|Atribución-Compartir Igual - CC BY-SA|Gratuito|Sí|Post-print (versión editorial)
861|Cuadernos de Lingüística de El Colegio de México|Azul|Atribución - CC BY|Gratuito|Sí|Post-print (versión editorial)
862|Tareas|Blanca|Ninguna|Hibrido|No|Desconocido
863|Apunts Educación Física y Deportes|Azul|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Post-print (versión editorial)
864|Estudios del Desarrollo Social: Cuba y América Latina|Verde|Atribución-No Comercial-Sin Derivadas - CC BY-NC-ND|Gratuito|Sí|Pre-print (versión sin evaluar ), Post-print (versión editorial)
